compound_abcnews,pos_abcnews,neg_abcnews,neu_abcnews,tweet_abcnews,tweet_time_abcnews,tweet_ago_abcnews,compound_CNN,pos_CNN,neg_CNN,neu_CNN,tweet_CNN,tweet_time_CNN,tweet_ago_CNN,compound_CBS,pos_CBS,neg_CBS,neu_CBS,tweet_CBS,tweet_time_CBS,tweet_ago_CBS,compound_nytimes,pos_nytimes,neg_nytimes,neu_nytimes,tweet_nytimes,tweet_time_nytimes,tweet_ago_nytimes,compound_BBC,pos_BBC,neg_BBC,neu_BBC,tweet_BBC,tweet_time_BBC,tweet_ago_BBC,compound_NPR,pos_NPR,neg_NPR,neu_NPR,tweet_NPR,tweet_time_NPR,tweet_ago_NPR
0.0,0.0,0.0,1.0,How do you brew your tea? It might be time to turn over a new leaf https://t.co/jbRlJ2NpKg,2019-03-02 20:03:08+00:00,0.02,0.0,0.0,0.0,1.0,One of the largest neo-Nazi groups in America has a new president: a black man intent on destorying it… https://t.co/LMa0g59eNJ,2019-03-02 20:51:04+00:00,12.03,0.0,0.0,0.0,1.0,RT @startrekcbs: Set a course for Season 3 of #StarTrekDiscovery. It's On @CBSAllAccess. https://t.co/gl0QGc7QIN,2019-02-27 17:03:15+00:00,1198.38,0.0,0.0,0.0,1.0,"Over the course of a decade, Hannah Ryles and David Lee traveled more than 100,000 miles to maintain their relation… https://t.co/SHv1wntut2",2019-03-02 20:15:06+00:00,5.77,0.0,0.0,0.0,1.0,We'll never look at @wiggywalsh in the same way again! 😱😂 #QI https://t.co/sBY9yIWFDU,2019-03-01 19:01:05+00:00,5.23,-0.4939,0.0,-0.127,0.873,"Some day they'll go down together

And they'll bury them side by side

To few it'll be grief, to the law a relief… https://t.co/l0fZwtMnfj",2019-03-02 19:32:00+00:00,30.0
0.0,0.0,0.0,1.0,Australia looks to the stars as Air Force chief signals space expansion https://t.co/nFOeE5dTBm,2019-03-02 20:03:07+00:00,30.47,0.1027,0.072,0.0,0.928,The chairman of the House Foreign Affairs Committee called for freshman Democratic Rep. Ilhan Omar to apologize aft… https://t.co/eOvAtioSBz,2019-03-02 20:39:02+00:00,11.95,0.0516,0.106,-0.098,0.795,RT @TheCodeCBS: The law is their battlefield. Here's your first look at #TheCode premiering April 9th at 9/8c on @CBS. 🇺🇸 https://t.co/KAsP…,2019-02-26 21:04:52+00:00,124.87,0.3818,0.11,0.0,0.89,"When she arrived in New York from China, Song Yang hoped to one day manage her own restaurant. Instead, she became… https://t.co/ZK86qxONFd",2019-03-02 20:09:20+00:00,2.52,0.0,0.0,0.0,1.0,"They did it. 9 celebrities. 7 days. The highest mountain in Africa. 

#ReturnToKili is COMPLETE. All for… https://t.co/OivrIw5CL0",2019-03-01 18:55:51+00:00,54.78,-0.8442,0.0,-0.349,0.651,"About three dozen people are thought to still be trapped after an illegal mine collapsed Tuesday in Indonesia. Now,… https://t.co/h9VuQ1WZtU",2019-03-02 19:02:00+00:00,27.45
0.0258,0.139,-0.133,0.727,Livestock owners urged to stay cool in bid to avoid animal activist clashes https://t.co/i54rkTsOaW,2019-03-02 19:32:39+00:00,6.35,0.0,0.0,0.0,1.0,Actor John Wayne's son defended his father amid calls to remove the icon's name from John Wayne Airport in Californ… https://t.co/mtE3QytTqL,2019-03-02 20:27:05+00:00,11.95,0.0,0.0,0.0,1.0,Learn about Black History with @aishatyler and CBS. #BlackHistoryMonth https://t.co/xelGUXm73a,2019-02-26 19:00:00+00:00,105.7,0.0,0.0,0.0,1.0,"Law enforcement officials said there were an estimated 9,000 illicit massage parlors across the U.S. The epicenter… https://t.co/tsVlygt60m",2019-03-02 20:06:49+00:00,3.52,-0.636,0.0,-0.154,0.846,"World War Two veteran, Joe Cuba asked for 100 cards for his 100th birthday... and so far has received 10,000!  👏 🎂… https://t.co/4i2B6XqlZs",2019-03-01 18:01:04+00:00,34.2,-0.0516,0.163,-0.173,0.663,Voices Of Trapped Miners Fall Silent In Indonesia As Rescuers Race To Save Them https://t.co/Gxg8A8bQzJ,2019-03-02 18:34:33+00:00,2.55
-0.6802,0.115,-0.404,0.481,'I did not want to scare my children': Abood's heartbreaking plan to hide his pain https://t.co/JkuTyNz0ge,2019-03-02 19:26:18+00:00,0.02,0.0,0.0,0.0,1.0,"Only six countries currently give women and men equal rights, a major report from the World Bank has found… https://t.co/oaKrEyhBci",2019-03-02 20:15:08+00:00,13.08,0.1511,0.06,0.0,0.94,RT @colbertlateshow: What song does @Reba want to walk out to when she hosts the @ACMawards on April 7th? Find out in Reba's Mood Mix! Then…,2019-02-26 17:14:18+00:00,1204.63,-0.4939,0.0,-0.181,0.819,"The women who work in the massage parlors are often struggling to pay off debts to family members, labor trafficker… https://t.co/WNKG0nXgTu",2019-03-02 20:03:18+00:00,3.22,0.0,0.0,0.0,1.0,"RT @BBC6Music: Follow Cillian Murphy through an intergalactic, multi-dimensional kaleidoscope as he joins the 6 Music family for a few mont…",2019-03-01 17:26:52+00:00,25.75,0.0,0.0,0.0,1.0,"OP-ED: A report found two out of every five North Koreans are malnourished, yet 90,000 bottles of vodka headed to t… https://t.co/XIhggTV0TP",2019-03-02 18:32:00+00:00,30.0
-0.4939,0.0,-0.167,0.833,'Hair trigger for nuclear war': Why the collapse of a treaty could lead to a nuclear arms race https://t.co/5qIPuuXrw5,2019-03-02 19:26:17+00:00,3.38,-0.6705,0.0,-0.268,0.732,"Federal officials say there wasn't enough evidence to ""pursue federal criminal civil rights charges against"" a form… https://t.co/BqIj9GAz34",2019-03-02 20:02:03+00:00,14.0,0.6293,0.286,-0.083,0.632,"Calling all @Cirque fans! Don't miss ""One Night for One Drop: Imagined by Cirque du Soleil,"" a special charity perf… https://t.co/wkVeIysS3M",2019-02-25 21:09:40+00:00,41.7,0.0,0.0,0.0,1.0,"In strip malls across the U.S., illicit massage parlors have exploded into a $3 billion-a-year sex industry that re… https://t.co/en1CCJFPeW",2019-03-02 20:00:05+00:00,14.98,0.7906,0.259,0.0,0.741,"Whether or not you think you're any good at it, here's why singing is great for your mental health. 🎶
https://t.co/ZJWQf6i9Ne",2019-03-01 17:01:07+00:00,150.9,0.6124,0.263,0.0,0.737,"Enjoy this alphabetized list of @nprmusic's top 11 albums for February, including Ariana Grande's highly-anticipate… https://t.co/sPdQ4e0tTG",2019-03-02 18:02:00+00:00,30.0
0.0,0.0,0.0,1.0,The MPs disproving the theory that women cannot be mothers and politicians https://t.co/CAm5AZEA7M,2019-03-02 19:22:54+00:00,0.0,0.0,0.0,0.0,1.0,A piece of Antarctica twice the size of New York City may soon break off https://t.co/APkyInRd7b https://t.co/HecVcy4TtX,2019-03-02 19:48:03+00:00,11.72,0.3182,0.099,0.0,0.901,RT @LifeInPiecesCBS: The wait is almost over —#LifeInPieces will return for Season 4 on April 18 with two original episodes starting at 8:3…,2019-02-25 20:27:58+00:00,87.95,0.8271,0.3,0.0,0.7,"In Opinion 

Natalie Y. Moore writes, “Chicago, my beautiful, darling city, is full of grit and resilience. Yet the… https://t.co/I9G93TMQiO",2019-03-02 19:45:06+00:00,15.02,-0.3595,0.0,-0.122,0.878,"Mamma Mia Here We Go Yet Again! 🎶😂

@AlanCarr, @Mermhart, Philip Glenister and @SuePerkins are joining Jennifer Sau… https://t.co/3TObuuIO9U",2019-03-01 14:30:13+00:00,29.1,0.6705,0.256,0.0,0.744,"An LA-based organization provides support groups, peer mentoring, education and job counseling to women hoping to l… https://t.co/6RvDFIp6TD",2019-03-02 17:32:00+00:00,30.0
0.0,0.0,0.0,1.0,A global pulse circling the equator has helped keep WA's cyclones at bay. But it's coming back https://t.co/qvVU6Wmp0P,2019-03-02 19:22:54+00:00,5.38,-0.4767,0.0,-0.147,0.853,"Anti-vaccination ""fake news"" being spread on social media is fueling a rise in measles cases and a decline in vacci… https://t.co/xklV6yWSvP",2019-03-02 19:36:20+00:00,10.27,0.0,0.0,0.0,1.0,Learn about Black History with @CedEntertainer and CBS. #BlackHistoryMonth https://t.co/VEqkZRtrhn,2019-02-25 19:00:01+00:00,141.65,0.0,0.0,0.0,1.0,"""I’m not an act,"" said LA Galaxy star Zlatan Ibrahimovic. ""I am the real deal."" https://t.co/e5xKH9N6pT",2019-03-02 19:30:05+00:00,15.03,0.3169,0.184,-0.12,0.696,"🏴 To celebrate #StDavidsDay, why not learn some useful Welsh words, such as Llanfairpwllgwyngyllgogerychwyrndrobwll… https://t.co/jkx9w70YcX",2019-03-01 14:01:07+00:00,60.0,0.0,0.0,0.0,1.0,Also in this week's education round-up: Predominantly white school districts receive $23 billion more in funding co… https://t.co/2Fxa2C9pAR,2019-03-02 17:02:00+00:00,30.0
0.1779,0.141,-0.108,0.751,‘Does it pass the pub test?’: Plan to commercialise national park embroiled in perceived conflict of interest https://t.co/v49lKjvVFe,2019-03-02 19:17:31+00:00,0.0,-0.4404,0.0,-0.146,0.854,An anti-Muslim poster associating US Rep. Ilhan Omar with the September 11 attacks appeared Friday at a Republican-… https://t.co/eIqS6wTaKz,2019-03-02 19:26:04+00:00,10.0,0.0772,0.061,0.0,0.939,"RT @CBSThisMorning: The #Oscars were a celebration of inclusion, as women, immigrants and artists of color took home a record number of Osc…",2019-02-25 16:38:22+00:00,938.85,0.4939,0.144,0.0,0.856,"President Trump bet on the force of his personality, and his self-image as the consummate dealmaker, to succeed wit… https://t.co/JeUsFQuI2k",2019-03-02 19:15:03+00:00,7.98,0.4588,0.158,0.0,0.842,"Just look at these golf-ball sized baby tortoises at Chester Zoo. 😍 🐢
https://t.co/CVy5FPmsyG",2019-03-01 13:01:07+00:00,60.07,-0.5267,0.104,-0.23,0.667,The United Methodist Church's vote to uphold its ban on same-sex weddings and LGBTQ clergy threatens to split the c… https://t.co/xjdkxAuBfc,2019-03-02 16:32:00+00:00,18.6
-0.4019,0.134,-0.278,0.588,'We're in dire straits': What it's like living in a town with no water https://t.co/5ORff3OOdU,2019-03-02 19:17:31+00:00,2.4,0.0,0.0,0.0,1.0,"""I did not come from a family that taught me to build a corporate empire through housing discrimination. I proteste… https://t.co/xzeLMsGlWU",2019-03-02 19:16:04+00:00,12.0,0.4588,0.115,0.0,0.885,RT @CBSNews: TONIGHT: Hollywood's biggest night is here -- the 91st Academy Awards kick off at 8 p.m. ET. Follow along with our live covera…,2019-02-25 00:59:31+00:00,350.52,-0.6705,0.0,-0.191,0.809,"Betty Shelby — a white police officer who shot and killed Terence Crutcher, an unarmed black man — will not face ci… https://t.co/TxNeosOFjM",2019-03-02 19:07:04+00:00,7.02,-0.196,0.16,-0.236,0.604,"Happy #StDavidsDay / Dydd Gŵyl Dewi Hapus! 🌼🏴󠁧󠁢󠁷󠁬󠁳󠁿

Why not celebrate with comedian, @Tudur's new @BBCRadio4 serie… https://t.co/S8hCSjchNe",2019-03-01 12:01:03+00:00,77.42,0.0,0.0,0.0,1.0,"RT @nprmusic: 60 years ago today, Miles Davis began recording “the doorway to jazz,” the incomparable ‘Kind Of Blue.’ 

When you’re done li…",2019-03-02 16:13:24+00:00,11.4
-0.5267,0.0,-0.253,0.747,#ANALYSIS: Households' living standards are still falling as GDP per capita heads for a recession https://t.co/NcyBrj3maH,2019-03-02 19:15:07+00:00,11.88,0.25,0.154,0.0,0.846,This is how Trump and Kim's summit dream fell apart https://t.co/joWD88i9Cp https://t.co/mPmaAT1ddx,2019-03-02 19:04:04+00:00,9.05,0.0,0.0,0.0,1.0,Learn about Black History with Brandon Micheal Hall and CBS. #BlackHistoryMonth https://t.co/xqKgpvsJ2j,2019-02-24 19:09:00+00:00,9.0,0.0,0.0,0.0,1.0,"“Even a year and a half into his private life, Spicer remains a mere disciple laboring in the shadow of apostles, s… https://t.co/j8DUmgGl8t",2019-03-02 19:00:03+00:00,29.87,0.7772,0.311,0.0,0.689,"RT @BBCWales: 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #DyddGŵylDewi Hapus! Happy #StDavidsDay! 

Here's a first look at Wales: #LandoftheWild - a brand new natural history…",2019-03-01 10:43:38+00:00,28.23,0.0,0.0,0.0,1.0,"Michael Cohen was just the beginning. Now that President Trump's former personal lawyer has testified, lawmakers ar… https://t.co/rlPHwHVCog",2019-03-02 16:02:00+00:00,29.97
0.0,0.0,0.0,1.0,"Meet Zara, the 'tomboy' consecrated virgin who married Jesus https://t.co/zAjfZEe0DJ",2019-03-02 19:03:14+00:00,30.43,0.1027,0.142,-0.121,0.737,President Trump targeted special counsel Robert Mueller and the Russia investigation extensively and mocked former… https://t.co/60tOjOGLas,2019-03-02 18:55:01+00:00,2.93,0.0,0.0,0.0,1.0,Learn about Black History with @sherylunderwood and CBS. #BlackHistoryMonth https://t.co/Mo1tcEl7PW,2019-02-23 19:00:00+00:00,1291.97,0.0,0.0,0.0,1.0,RT @sapna: our front page story today on marketing through kids on YouTube and Instagram https://t.co/vUwKSyIPWh https://t.co/7kXBOnpGvJ,2019-03-02 18:30:11+00:00,15.12,0.6467,0.151,0.0,0.849,"RT @BBCRadioWales: 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Dydd Gŵyl Dewi Hapus! ❤️💚
🏴󠁧󠁢󠁷󠁬󠁳󠁿 Happy St David’s Day! ❤️💚

Wherever you are in the world... 🌏

#DyddGŵylDewi
#…",2019-03-01 10:15:24+00:00,58.88,0.6908,0.241,0.0,0.759,"Heading into the Women's World Cup in June, the defending champion U.S. Women's National Soccer Team is playing in… https://t.co/mxtYsutiEG",2019-03-02 15:32:02+00:00,30.03
-0.5859,0.0,-0.255,0.745,From dog food to pork jerky: The fight to stop spread of African swine fever https://t.co/8oSAxB9nj8,2019-03-02 18:32:48+00:00,30.35,0.0,0.0,0.0,1.0,"Only six countries currently give women and men equal rights, a major report from the World Bank has found… https://t.co/Vhyl0Bh0sK",2019-03-02 18:52:05+00:00,12.05,0.7717,0.528,0.0,0.472,"This was truly ""A Lovely Night."" #CBStory https://t.co/Icja8UrBn1",2019-02-22 21:28:02+00:00,148.03,0.0,0.0,0.0,1.0,The police and Major League Baseball said Friday they were each investigating a video that appeared to show the chi… https://t.co/npKXfwRtmY,2019-03-02 18:15:04+00:00,14.9,0.3129,0.107,0.0,0.893,"RT @BBCBreakfast: They've done it! @mrdanwalker and the team have reached the summit of Kilimanjaro! 💪🏼👏🏼

Pictures to follow! 

#ReturnToK…",2019-03-01 09:16:31+00:00,15.43,0.2023,0.091,0.0,0.909,The federal judge overseeing Chicago's police reform plan says it's an important step in the city's ongoing effort… https://t.co/khbfWaugYe,2019-03-02 15:02:00+00:00,30.0
0.0,0.0,0.0,1.0,Does Australia need a 'right to repair'? https://t.co/svlWm3bDA8,2019-03-02 18:02:27+00:00,353.52,0.0,0.0,0.0,1.0,"Experts says Tesla's ""full self-driving"" feature is really a partial self-driving feature, that handles minor drivi… https://t.co/PZjmN2FXkh",2019-03-02 18:40:02+00:00,10.15,0.0,0.0,0.0,1.0,Learn about Black History with @llcoolj and CBS. #BlackHistoryMonth https://t.co/uGUSG4tthC,2019-02-22 19:00:00+00:00,38.2,0.0,0.0,0.0,1.0,Representative Ilhan Omar came under scrutiny again this week because of her comments about Israel. She says her cr… https://t.co/H3FMl2onVm,2019-03-02 18:00:10+00:00,5.03,0.4404,0.148,-0.074,0.778,"Alan Partridge is changing train toilet routines around the world. 😂

#ThisTime with Alan Partridge | On @BBCiPlayer
https://t.co/83jJ0oCTdf",2019-03-01 09:01:05+00:00,60.0,0.6908,0.263,0.0,0.737,"President Trump will be surrounded by supporters hoping for his re-election, echoing his rhetoric with phrases like… https://t.co/G5Ou2HA9jY",2019-03-02 14:32:00+00:00,30.0
-0.296,0.167,-0.278,0.556,World's top bridge player banned for doping  https://t.co/ejqj2izUaO,2019-03-02 12:08:56+00:00,113.72,0.0,0.0,0.0,1.0,"Kicking off his 2020 bid for president in Brooklyn today, Sen. Bernie Sanders declared his campaign would be ""a pol… https://t.co/36dPOLoEI6",2019-03-02 18:29:53+00:00,1.83,0.7494,0.262,0.0,0.738,RT @YoungSheldon: 3 cheers for seasons 3 and 4! 🎉 #YoungSheldon has been picked up for two more seasons! https://t.co/hdjgBOdu9O https://t.…,2019-02-22 18:21:48+00:00,1193.33,-0.6705,0.0,-0.2,0.8,"Margaret Garner, 1833-1858

In a soul-chilling moment, she killed her own daughter rather than return her to the ho… https://t.co/H36XULqNsK",2019-03-02 17:55:08+00:00,10.05,0.0,0.0,0.0,1.0,"Put a tasty spin on #FishFriday with this tandoori cod burger by @BegumNadiya. 😋🌶🐟
👉 https://t.co/TQMywNnAC8 https://t.co/VZ5wD3vv8d",2019-03-01 08:01:05+00:00,60.02,0.0,0.0,0.0,1.0,The test flight is carrying only supplies and a dummy named Ripley. But it's designed to demonstrate the potential… https://t.co/iVnDVq0qqm,2019-03-02 14:02:00+00:00,58.0
0.0,0.0,0.0,1.0,'Iceberg queen' grandmother almost washed out to sea while posing for photo https://t.co/qBMUGp6cDa,2019-03-02 10:15:13+00:00,18.32,0.0258,0.078,0.0,0.922,"""Astronaut"" dummy Ripley rides aboard SpaceX's Crew Dragon bound for space station
https://t.co/kVVv6C3dJJ https://t.co/60LQQnEMf6",2019-03-02 18:28:03+00:00,0.17,0.2714,0.095,0.0,0.905,RT @bigbangtheory: The #BigBangTheory cast agrees: there's a whole lot to look forward to tonight! Get a BTS glimpse at tonight's new episo…,2019-02-21 22:28:28+00:00,238.47,0.1531,0.131,-0.145,0.724,"The magical sunsets of Zadar, no. 11 on our 52 Places to Go list, alone were enough to wow Alfred Hitchcock when he… https://t.co/G5LxQcMXhx",2019-03-02 17:45:05+00:00,14.95,0.4633,0.108,0.0,0.892,"🚨 RADIO ONE NEED YOUR JOKES! 🚨

Wednesday is the start of the 24 hour LOLathon on @BBCR1 for @comicrelief, and… https://t.co/QbM74jjhGM",2019-03-01 07:01:04+00:00,659.92,0.0,0.0,0.0,1.0,Doctors without Borders is suspending its work in the epicenter of the Ebola outbreak in the DRC. The move comes af… https://t.co/llWTdxWNyH,2019-03-02 13:04:00+00:00,63.0
-0.5267,0.21,-0.322,0.467,"'Mate, we cheated death': Fishing trio in lucky escape as lightning destroys rod https://t.co/BSUQUw0qNw",2019-03-02 09:56:54+00:00,79.58,0.0,0.0,0.0,1.0,"Trump hit on three key issues early on during his CPAC speech: Green New Deal, Russia probe, and Clinton's emails… https://t.co/7oS0T0I3AA",2019-03-02 18:27:53+00:00,0.67,0.0,0.0,0.0,1.0,Learn about Black History with @JeffProbst and CBS. #BlackHistoryMonth https://t.co/BWsv0mjNps,2019-02-21 18:30:00+00:00,21.85,-0.6808,0.0,-0.213,0.787,An 11-year-old in Argentina who became pregnant after being raped delivered a baby via C-section after a hospital s… https://t.co/hdXKzhbody,2019-03-02 17:30:08+00:00,15.05,-0.3612,0.0,-0.116,0.884,"An AI algorithm scoured the internet for images of climate change and merged them together, with eerie and striking… https://t.co/i6YVCseK5j",2019-02-28 20:01:09+00:00,60.03,-0.4404,0.0,-0.178,0.822,"""Leaving Neverland,"" by documentary filmmaker Dan Reed, is tough to watch — but it should be seen, writes critic Da… https://t.co/99LYNd8PvW",2019-03-02 12:01:00+00:00,59.0
0.875,0.5,0.0,0.5,Thousands flock to Sydney's Mardi Gras to celebrate the fearless and fabulous https://t.co/YPSquvbC2z,2019-03-02 08:37:19+00:00,11.45,0.7184,0.292,0.0,0.708,“I want to welcome you to a campaign which says loudly and clearly that the underlying principles of our government… https://t.co/9QSGcyvSo4,2019-03-02 18:27:13+00:00,11.13,0.5859,0.167,0.0,0.833,"RT @TheTwilightZone: Witness the reimagining of the most iconic series of all time, hosted by Academy Award® winner @JordanPeele.

#TheTwil…",2019-02-21 18:08:09+00:00,72.98,0.0,0.0,0.0,1.0,"Your weekend playlist has arrived. Hear songs by Solange, Jackie Mendoza, Matmos, Kehlani, L7 and others. https://t.co/wsVKKQ55MI",2019-03-02 17:15:05+00:00,14.92,0.0,0.0,0.0,1.0,#CrossingDivides is a major new BBC season exploring relationships in a fragmented world and includes new documenta… https://t.co/FzCvI580na,2019-02-28 19:01:07+00:00,119.97,0.2144,0.098,0.0,0.902,Several 2020 Democratic hopefuls support the idea of reparations for past oppression. But the details are creating… https://t.co/SSpD9N8zUo,2019-03-02 11:02:00+00:00,60.0
0.4019,0.201,-0.111,0.688,'A miracle if they can survive': Voices from inside collapsed Indonesian mine fall silent https://t.co/fyu5N6UJNd,2019-03-02 08:25:52+00:00,12.35,0.0,0.0,0.0,1.0,"SpaceX's Crew Dragon capsule, its first spacecraft designed to carry humans, took flight for the first time today… https://t.co/SRUxtIKpoo",2019-03-02 18:16:05+00:00,8.98,0.296,0.095,0.0,0.905,"IN 1978, @reba McEntire told a joke that got her booed offstage. She won't tell it when she hosts the #ACMawards on… https://t.co/du4atAmssP",2019-02-21 16:55:10+00:00,1128.23,0.0,0.0,0.0,1.0,"With a corruption case hanging over Prime Minister Benjamin Netanyahu, Israelis are starting to ask whether Israel… https://t.co/C1N80Ko0QM",2019-03-02 17:00:10+00:00,10.12,0.5983,0.186,0.0,0.814,"Why earning over £50k a year won't make you any happier... and other 'happiness myths' explored! 🤔
https://t.co/vUxBrVcZCa",2019-02-28 17:01:09+00:00,135.43,0.0,0.0,0.0,1.0,Musher Blair Braverman — who's currently preparing her team of 14 dogs for their first Iditarod — doesn't just cons… https://t.co/uQpI6roRRl,2019-03-02 10:02:00+00:00,59.0
0.0,0.0,0.0,1.0,Tesla to ditch dealerships and move car sales online https://t.co/LIJ5nHTtmS,2019-03-02 08:13:31+00:00,18.43,-0.0258,0.0,-0.05,0.95,Four women who left food and water for migrants in the Arizona desert have been sentenced and fined for entering a… https://t.co/8GNobUCRMc,2019-03-02 18:07:06+00:00,10.07,0.0,0.0,0.0,1.0,"If we may use a Jeff-ism... Come on in, guys, because @survivorcbs: Edge of Extinction premieres tonight at 8/7c. https://t.co/V17HXe1pf6",2019-02-20 22:06:56+00:00,21.5,-0.2023,0.141,-0.234,0.625,"With top-tier Democrats seriously exploring presidential campaigns, Democratic Party leaders are struggling to recr… https://t.co/y39q3HdgzT",2019-03-02 16:50:03+00:00,4.95,0.0,0.0,0.0,1.0,"RT @BBCOne: WHO 👉 @Dani_MasDyer @ShirleyBallas @mrdanwalker @edballs @XanderArmstrong @OsiUmenyiora @LittleMix @itsanitarani 
WHAT 👉 #Retur…",2019-02-28 14:45:43+00:00,31.27,-0.296,0.0,-0.104,0.896,"A Delta Airlines pilot left a handgun in the cockpit of a jet after landing in Atlanta, where the weapon was found… https://t.co/P72SWhIiuw",2019-03-02 09:03:00+00:00,28.0
0.5719,0.291,0.0,0.709,Kyrgios wins through to Mexico final after three-set epic https://t.co/pEBkZFP0NG,2019-03-02 07:55:05+00:00,16.33,-0.4767,0.0,-0.147,0.853,"Anti-vaccination ""fake news"" being spread on social media is fueling a rise in measles cases and a decline in vacci… https://t.co/GkAeRiQbWK",2019-03-02 17:57:02+00:00,9.9,0.8834,0.407,0.0,0.593,RT @EW: Celebrity Big Brother winner Tamar Braxton will guest star on The Bold and the Beautiful https://t.co/1eob0Y1R4v,2019-02-20 21:45:26+00:00,4.6,-0.296,0.0,-0.196,0.804,RT @stanfordc: It's no lie: There's a new news quiz https://t.co/xNuEE37bpe,2019-03-02 16:45:06+00:00,15.03,-0.1531,0.0,-0.086,0.914,RT @BBCTwo: Did you know the 70s flared trouser craze began with mimicking sailors' uniforms? 👖😲⚓️ #SewingBee https://t.co/LDKExtYNGt,2019-02-28 14:14:27+00:00,13.37,-0.25,0.0,-0.111,0.889,"Waves of demonstrations swept across Algeria on Friday, continuing days of protest against President Abdelaziz Bout… https://t.co/AA3718IuSE",2019-03-02 08:35:00+00:00,9.97
0.0,0.0,0.0,1.0,Live: In-form Australia takes on India in first ODI https://t.co/l1BasDWqDj,2019-03-02 07:38:45+00:00,33.4,0.0,0.0,0.0,1.0,Video shows San Francisco Giants CEO and his wife in a physical altercation https://t.co/6kRPR2I53s https://t.co/Y6ZLsgj6Nr,2019-03-02 17:47:08+00:00,10.08,0.7579,0.277,0.0,0.723,RT @people: Denise Richards Joins the Cast of The Bold and the Beautiful — All About Her Role @BandB_CBS https://t.co/FjAA2KMCbL,2019-02-20 21:40:50+00:00,440.88,-0.296,0.0,-0.109,0.891,"Saudi Arabia’s public prosecutor said it was preparing to put a group of women’s rights activists, accused of worki… https://t.co/aCxkKt4hZk",2019-03-02 16:30:04+00:00,1.85,0.4215,0.149,0.0,0.851,"A chubby rat has been rescued from a manhole cover in Germany.  😭🐀
👉 https://t.co/OL7IcegNM0 https://t.co/eX75bFHEfu",2019-02-28 14:01:05+00:00,1.62,0.0,0.0,0.0,1.0,SpaceX Launches Unmanned Capsule To International Space Station https://t.co/1XPZLXpIFE,2019-03-02 08:25:02+00:00,53.03
-0.2023,0.0,-0.153,0.847,Woman charged with driving on drugs three times in a week https://t.co/5dyXn72fFN,2019-03-02 07:05:21+00:00,115.7,-0.6705,0.0,-0.268,0.732,"Federal officials say there wasn't enough evidence to ""pursue federal criminal civil rights charges against"" a form… https://t.co/aeBQEkDfB7",2019-03-02 17:37:03+00:00,12.02,0.0,0.0,0.0,1.0,The nominees for the 54th #ACMawards have just been announced! See the full list: https://t.co/we0jvNqMl1 https://t.co/O0tlP75gyO,2019-02-20 14:19:57+00:00,18.68,-0.2732,0.118,-0.165,0.717,"Mabel Grammer, 1915-2002

She saved hundreds of mixed-race babies from orphanages in Germany after World War II. “S… https://t.co/xxHVBKH5Cx",2019-03-02 16:28:13+00:00,13.17,0.6652,0.162,0.0,0.838,RT @BBCOne: Omid Djalili (@omid9) thinks he's 'Found Someone' for his event. But do you 'Believe' his pitch is 'Strong Enough' to bag @Cher…,2019-02-28 13:59:28+00:00,58.42,0.0,0.0,0.0,1.0,"Huawei is undergoing a very public campaign to reshape its image in the U.S., as Trump administration officials dou… https://t.co/njCIv800Vp",2019-03-02 07:32:00+00:00,28.0
-0.5574,0.0,-0.265,0.735,"Katherine Helmond, from Who's The Boss? and Cars, has died https://t.co/M4CTMsBvsa",2019-03-02 05:09:39+00:00,4.28,-0.8225,0.0,-0.322,0.678,An 11-year-old girl is facing a first-degree child abuse charge after she assaulted a 1-year-old boy she was babysi… https://t.co/kaaqKYjrrZ,2019-03-02 17:25:02+00:00,10.98,0.2023,0.079,0.0,0.921,"RT @etnow: #ACMAwards - Video of the Year
Babe – Sugarland ft. Taylor Swift
Burn Out – Midland
Burning Man – Dierks Bentley ft. Brothers Os…",2019-02-20 14:01:16+00:00,0.08,0.7717,0.312,0.0,0.688,"Welcome to the world of kidfluencers, where brands are giving lucrative endorsement deals to children as young as 4… https://t.co/TUTYI08mlb",2019-03-02 16:15:03+00:00,14.95,-0.296,0.0,-0.109,0.891,"A wall built to retain the River Erie in Ontario, Canada, was no match for this 'ice tsunami'. 😳❄️
https://t.co/iOW8W6FnWp",2019-02-28 13:01:03+00:00,32.5,0.0,0.0,0.0,1.0,"Last week, a federal judge ruled that exempting women from the selective service registration requirement violates… https://t.co/H5X3w3xDpu",2019-03-02 07:04:00+00:00,32.0
